,count,is_french
ihatelove,1,False
emo-rap,1,False
ient,1,False
p'tetre,1,False
dí,1,False
lugares,1,False
lozaits,1,False
beans,1,False
b-b-b-back,1,False
systems,1,False
represento,1,False
jperd,1,False
med,1,False
biko,1,False
six-six-seven,1,False
zess,1,False
regaine,1,False
kabouss,1,False
fuentesvie,1,False
best-best,1,False
casse-croûtes,1,False
goûtu,1,False
ha-ha,1,False
visto,1,False
platinium,1,False
deuss-deuss,1,False
bougz,1,False
might,1,False
jdas,1,False
kickeur,1,False
masai,1,False
pulco,1,False
banger,1,False
recal,1,False
feliz,1,False
détèr,1,False
est-c'qui,1,False
se-ba,1,False
what's,1,False
aaaaaah,1,False
choupettes,1,False
faux-culs,1,False
pépére,1,False
yed,1,False
reverb,1,False
ou-s,1,False
pénos,1,False
fissabilillah,1,False
kharba,1,False
tacti-ile,1,False
datejust,1,False
sonic,1,False
hauts-d,1,False
vedi,1,False
jeûn,1,False
umtiti,1,False
cai-fran,1,False
tiwann,1,False
messaoudi,1,False
piwi,1,False
duck,1,False
suarez,1,False
jcvd,1,False
sneakers,1,False
taffranchis,1,False
contenders,1,False
sat,1,False
hakuna,1,False
logobi,1,False
olaskurt,1,False
lewled,1,False
ex-femmes,1,False
melis,1,False
metido,1,False
nuggets,1,False
guinter,1,False
blo-gang,1,False
rres-ve,1,False
mp,1,False
robert-debré,1,False
regime,1,False
stromae,1,False
soprambaba,1,False
hypnotic,1,False
méro,1,False
dinos,1,False
cuban,1,False
pak-pak,1,False
eff,1,False
superflics,1,False
ymak,1,False
ghetto-chroniqueur,1,False
kofi,1,False
peq,1,False
costello,1,False
streetlife,1,False
abdou,1,False
bataradés,1,False
gnards,1,False
sayd,1,False
chappy,1,False
milly,1,False
bre-lic,1,False
conss,1,False
everyday-ay-ay-ay,1,False
comates,1,False
dalle-que,1,False
chicktaille,1,False
represent,1,False
alp,1,False
lle-da,1,False
tracklist,1,False
frolo,1,False
europcar,1,False
rebarre,1,False
bathroom,1,False
bye-bye-bye,1,False
echando,1,False
zit,1,False
fahar,1,False
sunshine,1,False
gossip,1,False
feshnou,1,False
joes,1,False
bel'ep,1,False
h-h,1,False
bataradi,1,False
cimé,1,False
vitriot,1,False
dé-t-r-esse,1,False
iaps,1,False
débrif,1,False
shuffle,1,False
marbe,1,False
stats,1,False
nir,1,False
work,1,False
https,1,False
bcm,1,False
under-test,1,False
mobi,1,False
terre-par,1,False
scorsese,1,False
batiment,1,False
wanania,1,False
cofio,1,False
fiacs,1,False
geo,1,False
éblouient,1,False
cumple,1,False
link,1,False
ixzo,1,False
lia-asse,1,False
rey,1,False
malgres,1,False
snipes,1,False
ih-ih-ih,1,False
yeu-cou,1,False
goument,1,False
p'loter,1,False
monégasques,1,False
eres,1,False
v-rally,1,False
y-yeah-y,1,False
ouhad,1,False
vixens,1,False
téco,1,False
vé-le,1,False
tuna,1,False
lasirans,1,False
mirko,1,False
enlassé,1,False
donky,1,False
ye,1,False
rre-pie,1,False
pouca-ca-ca-ves,1,False
kha-woah,1,False
habéttes,1,False
ouvre-branche,1,False
em,1,False
sal-zer,1,False
teurs-inspect,1,False
beau-beau,1,False
braquos,1,False
yamakasi,1,False
bléme-pro,1,False
_j'me,1,False
epona,1,False
waka,1,False
sueño,1,False
socio,1,False
akwaba,1,False
défisc,1,False
di-ban,1,False
tchoup-le,1,False
tamas,1,False
différance,1,False
djazaïr,1,False
sheubo,1,False
heppet,1,False
bookings,1,False
chiedi,1,False
bédav,1,False
re-tue,1,False
brilhar,1,False
canebière,1,False
seu-di,1,False
eagles,1,False
glc,1,False
moubzer,1,False
teushi,1,False
kiffs,1,False
baise-les,1,False
célio,1,False
weak,1,False
fucka,1,False
pee,1,False
timbaland,1,False
lo-ki,1,False
auxi,1,False
boussah,1,False
négrières,1,False
dente,1,False
asloum,1,False
pinela,1,False
floor,1,False
dioulasso,1,False
smalto,1,False
pagave,1,False
undercover,1,False
vener,1,False
hugs,1,False
clock,1,False
neuf-deux-izon,1,False
olomider,1,False
rest'ront,1,False
fais-ais-ais,1,False
explosés,1,False
eehhss,1,False
r'ssembles,1,False
beni,1,False
sadek,1,False
dique-sa,1,False
dix-huitème,1,False
minguettes,1,False
inch,1,False
tracklisting,1,False
poussettе,1,False
daniel's,1,False
boughanem,1,False
vasi,1,False
jean-mi,1,False
vem,1,False
thuga,1,False
pah-pah-pah-pah,1,False
youssoupha,1,False
kitoko,1,False
anti-flic,1,False
pringles,1,False
soir-là,1,False
gla-ace,1,False
zizir,1,False
euh-b,1,False
boulang,1,False
dias,1,False
coffee,1,False
chienter,1,False
ki-woah,1,False
vald,1,False
jcompte,1,False
madzi,1,False
téj,1,False
besos,1,False
losanalosa,1,False
gang-bang,1,False
dutroux,1,False
bumboklaat,1,False
woooo,1,False
piggy,1,False
sanson,1,False
blueberry,1,False
academy,1,False
massilia,1,False
heung-min,1,False
ré-pleu,1,False
elkhamesse,1,False
lacazette,1,False
noiches,1,False
foutre'zer,1,False
yous-voy,1,False
hasra,1,False
ehss,1,False
pri-ix,1,False
marsupilami,1,False
franchi-ise,1,False
rice,1,False
préssé,1,False
beija,1,False
mè,1,False
bfm,1,False
riot,1,False
écœures,1,False
hayati,1,False
venches-per,1,False
schmitures,1,False
faires,1,False
coc,1,False
twa,1,False
sucka,1,False
chеz,1,False
bou-bou-bou-bouh,1,False
kilmer,1,False
kx,1,False
myers,1,False
millionaire,1,False
rasse,1,False
huis-clos,1,False
futs,1,False
holyfield,1,False
crave-bi,1,False
coro,1,False
hora,1,False
viiite,1,False
pf-pf,1,False
cesc,1,False
mi-monument,1,False
arrisco,1,False
dang'reux,1,False
nahel,1,False
aleyk,1,False
rozarme,1,False
jouеr,1,False
pssh,1,False
mustahil,1,False
gladiator,1,False
brouille-em,1,False
giroud,1,False
cripteur,1,False
ouais-ais-ais,1,False
electra,1,False
tinie,1,False
depot,1,False
niro,1,False
okimi,1,False
guytoune,1,False
_regarde,1,False
équipe-type,1,False
viciеux,1,False
skaogang,1,False
tkabar,1,False
fogiel,1,False
japão,1,False
phucket,1,False
debride,1,False
emozione,1,False
kourtney,1,False
strangu,1,False
bou-bou-bou-bou-bou,1,False
musica,1,False
entretuer,1,False
cómodo,1,False
tower,1,False
bon-port,1,False
purses,1,False
parlottent,1,False
kb,1,False
montmirail,1,False
bassem,1,False
cours-cours,1,False
commi,1,False
moque-que-quette,1,False
supposed,1,False
hf,1,False
éléphangant,1,False
tfouh,1,False
pétit,1,False
ma-mâle,1,False
skuuurt,1,False
charaf,1,False
ralayou,1,False
cromagnon,1,False
survissent,1,False
laa,1,False
metal,1,False
rosny,1,False
ne-pei,1,False
yaya,1,False
ridim,1,False
ais-ais-ais,1,False
passi,1,False
foure,1,False
pobre,1,False
kivu,1,False
fouré,1,False
zdéh,1,False
fortuner,1,False
jmaigris,1,False
scar,1,False
detox,1,False
kickage,1,False
regarde-le,1,False
nnais-co,1,False
p-ra,1,False
medley,1,False
pixels,1,False
halilhodžić,1,False
ogu,1,False
ppe-woah,1,False
hih,1,False
sakakini,1,False
fomouk,1,False
schenef,1,False
audermars,1,False
freesbies,1,False
quizá,1,False
vero,1,False
anti-vénus,1,False
isf,1,False
vénézuéliennes,1,False
sub,1,False
cheese-burger,1,False
starting,1,False
ospitale,1,False
contre-sens,1,False
kahlouches,1,False
shish,1,False
aniki,1,False
scroll,1,False
squée-mo,1,False
sueños,1,False
teu-chi,1,False
sympas,1,False
kore-nichon,1,False
funny,1,False
keu-skon,1,False
diabolisent,1,False
casaoui,1,False
chauho,1,False
tèce,1,False
laisse-le,1,False
grizzley,1,False
bizon,1,False
élévé,1,False
kofal-poutine,1,False
troppo,1,False
shouf,1,False
houari,1,False
patchs,1,False
woogatagaaa,1,False
reum'zer,1,False
smokent,1,False
mbilas,1,False
recelleurs,1,False
dhr,1,False
clasherai,1,False
fasse-fasse,1,False
çons-cale,1,False
pispa,1,False
kakashi,1,False
didierdeschamps,1,False
zyeute,1,False
jrentre,1,False
prodz,1,False
saîgon,1,False
coleta,1,False
gratte-buzz,1,False
khôs,1,False
éspére,1,False
cassie,1,False
secté,1,False
dio,1,False
vandal,1,False
aurevoir,1,False
ver-tra,1,False
hiciste,1,False
bagari,1,False
bagheera,1,False
yeaati,1,False
cds,1,False
mesut,1,False
garges,1,False
tesquinte,1,False
jumpman,1,False
dorienavant,1,False
urinés,1,False
enamoraste,1,False
danz,1,False
stars',1,False
raja-widad,1,False
lecter,1,False
swear,1,False
landeau,1,False
toilet,1,False
fauré,1,False
ewewewe,1,False
hin,1,False
yeezy,1,False
laughing,1,False
jayyine,1,False
gars-là,1,False
ché-cou,1,False
entretue,1,False
arréte,1,False
bardiya,1,False
teur-men,1,False
savage,1,False
braa,1,False
toer,1,False
gia,1,False
qujrefuse,1,False
jack-sous,1,False
kipsta,1,False
cheezy,1,False
malekal,1,False
tatted,1,False
youpiyoup,1,False
tre-ren,1,False
auto-tunées,1,False
checkait,1,False
pourliches,1,False
eastpack,1,False
henessy,1,False
questa,1,False
désépère,1,False
diddy,1,False
pepettes,1,False
bradpitt,1,False
mastaexplicit,1,False
plutot,1,False
dales-pé,1,False
stack,1,False
vodka-gingembre,1,False
koshi,1,False
rezefaitzait,1,False
zippete,1,False
weswes,1,False
précau,1,False
bsahtkoum,1,False
vu-ca,1,False
norey,1,False
assdècs,1,False
dreamin,1,False
goros,1,False
abruzzi,1,False
te-phar,1,False
tir-par,1,False
co-piloter,1,False
atlantise,1,False
serpillère,1,False
statham,1,False
hse,1,False
quequette,1,False
trafikan,1,False
'courir',1,False
_propulse,1,False
boco,1,False
tou-bab,1,False
chim,1,False
scream,1,False
gang-gang,1,False
gagne-pains,1,False
peypin,1,False
briefé,1,False
ratatam,1,False
lwalida,1,False
zinger,1,False
dedicasse,1,False
teu-shi,1,False
skchh,1,False
alicanté,1,False
waa,1,False
bœufs,1,False
,1,False
vroum-vroum-vroum-vroum,1,False
a-a-aribeatz,1,False
incompresi,1,False
lle-cou,1,False
baveu,1,False
passate,1,False
'pop,1,False
yayo,1,False
élastiquées,1,False
mamá,1,False
school,1,False
filcs,1,False
damsette,1,False
ue-t,1,False
interrumpe,1,False
giornale,1,False
fic-tra,1,False
hyia,1,False
récuperer,1,False
lass-deg,1,False
ati,1,False
chauconin,1,False
muerta,1,False
faudel,1,False
compro,1,False
joinville,1,False
propostas,1,False
wonder,1,False
etosha,1,False
égals,1,False
blacklist,1,False
sadio,1,False
breakent,1,False
hospitalet,1,False
paraitre,1,False
essadesse,1,False
destinos,1,False
tico,1,False
hassanetes,1,False
andando,1,False
mürat,1,False
ohhhh,1,False
uzis,1,False
ayaye,1,False
si-sidiko,1,False
r'culer,1,False
ow,1,False
fool,1,False
seu,1,False
pakatous,1,False
ksoum,1,False
shu,1,False
sous-scellée,1,False
œur,1,False
clashs,1,False
contrе,1,False
nrj,1,False
sappes,1,False
merdasse,1,False
altri,1,False
parach,1,False
señores,1,False
coucougnettes,1,False
russkov,1,False
déchaine,1,False
caliente,1,False
biffton,1,False
skillz,1,False
posto,1,False
sorel,1,False
plha,1,False
fraterni,1,False
cama,1,False
cazal,1,False
teu,1,False
trève,1,False
arabrité,1,False
part'naires,1,False
fii-iish,1,False
payday,1,False
payback,1,False
beasley,1,False
late,1,False
se-pha,1,False
yakes,1,False
charvet,1,False
busco,1,False
caporales,1,False
manis,1,False
vocoder,1,False
re-vè,1,False
douh,1,False
says,1,False
grégorio,1,False
guess,1,False
g-shock,1,False
fais-les,1,False
crêche,1,False
slimani,1,False
independanza,1,False
mi-f,1,False
molovotv,1,False
tito,1,False
prems,1,False
khleh,1,False
refre,1,False
porti,1,False
gam,1,False
posso,1,False
poesia,1,False
bou,1,False
pousados,1,False
reloj,1,False
couches-tard,1,False
fredy,1,False
barrios,1,False
mitzvah,1,False
eh-eh-eh-eh,1,False
res-fre,1,False
viajamos,1,False
ba-banane,1,False
_y'avait,1,False
echec,1,False
toz,1,False
lorsqu'elles,1,False
billboard,1,False
byle-ka,1,False
pokémon,1,False
jeremih,1,False
lеurs,1,False
diss,1,False
bandeurs,1,False
mattress,1,False
edinson,1,False
khaouf,1,False
esas,1,False
gilera,1,False
neggez,1,False
lci,1,False
b-boy,1,False
vla,1,False
çons,1,False
est-c'qu'elles,1,False
impec,1,False
lances-ba,1,False
cosmo,1,False
shlingue,1,False
suces-bite,1,False
itunes,1,False
doumba,1,False
est-c'j'vais,1,False
essone,1,False
laise-ba,1,False
mathy,1,False
paquété,1,False
taferra,1,False
marble,1,False
r'monter,1,False
ultralibéraux,1,False
dogs,1,False
f-doumam,1,False
negan,1,False
useur,1,False
plaf,1,False
bobo-wow,1,False
diri,1,False
st-tropez,1,False
emplié,1,False
balek,1,False
scheubonidas,1,False
efforce,1,False
tekashi,1,False
goloizer,1,False
guia,1,False
recapte,1,False
tre-ven,1,False
croyent,1,False
lyricale,1,False
derozan,1,False
fruity,1,False
aerschot,1,False
chiheja,1,False
pakatou,1,False
'pense,1,False
fabolous,1,False
me-came,1,False
five-o,1,False
fais-lui,1,False
wassap,1,False
winners,1,False
boboche,1,False
_l'esprit,1,False
roommate,1,False
chose-quelque,1,False
kombat,1,False
exki,1,False
necesitas,1,False
bolloré,1,False
shakira,1,False
benalla,1,False
demblé,1,False
hassol,1,False
phocée,1,False
flic-flac,1,False
célebrité,1,False
houssein,1,False
bikers,1,False
tériel,1,False
chicas,1,False
lalalère,1,False
crie-le,1,False
impoli-poli-poli,1,False
controlo,1,False
swagg,1,False
al-baïdaa,1,False
mi-sataniques,1,False
davids,1,False
_tu,1,False
shmetta,1,False
animalsons,1,False
sques-d,1,False
crossover,1,False
pechtar,1,False
ient-ient,1,False
ry-fleu,1,False
lacrizeotiekmek,1,False
delo,1,False
monoï,1,False
ca-ase,1,False
seresta,1,False
consentía,1,False
brici,1,False
gethsémani,1,False
ch'mise,1,False
kimpembe,1,False
gol-mon,1,False
prignon,1,False
tamba,1,False
vwayou,1,False
encendre,1,False
heard,1,False
jak,1,False
ilm,1,False
te-comp,1,False
incompresa,1,False
sagir,1,False
croma,1,False
a-d'ar,1,False
sevrannais,1,False
santosvie,1,False
cher-ra,1,False
yeah-eh,1,False
aliento,1,False
llenar,1,False
chauffeur-livreur,1,False
assomer,1,False
t-effri,1,False
leak,1,False
més-cra,1,False
homme-bo,1,False
ges-piè,1,False
found,1,False
pidas,1,False
carbozo,1,False
ri-ime,1,False
eps,1,False
kaflo,1,False
messié,1,False
mal-baisée,1,False
kung,1,False
patien-ter,1,False
beau-gosse,1,False
destop,1,False
teatro,1,False
sers-t'en,1,False
keep,1,False
stargate,1,False
tahan,1,False
goomar,1,False
scusi,1,False
kifferais,1,False
freelance,1,False
reconnaitrais,1,False
tchétchen,1,False
trappait,1,False
nodo,1,False
hchem,1,False
hustle,1,False
bahama-as,1,False
haramos,1,False
c-tru,1,False
cartman,1,False
reu-p,1,False
gator,1,False
cambuteurs,1,False
lubri,1,False
noisy,1,False
sullyvan,1,False
feu-jui,1,False
psykatra,1,False
vevo,1,False
est-c't'en,1,False
jujujul,1,False
zon-mai,1,False
_dans,1,False
villepin,1,False
_de,1,False
niouf,1,False
frèros,1,False
putins,1,False
bavaria,1,False
fflelou,1,False
decks,1,False
kapa,1,False
rara,1,False
mdma,1,False
téléchargent,1,False
kwaah,1,False
wanksta,1,False
msn,1,False
wrong,1,False
chamakh,1,False
kokaté,1,False
bre-li,1,False
nassi,1,False
tractionne,1,False
wo-ouh,1,False
khabta,1,False
gêle,1,False
makeup,1,False
noumou,1,False
aloe,1,False
aand,1,False
tight,1,False
r-noi,1,False
darty,1,False
naces-me,1,False
psys,1,False
bik,1,False
rent-p's,1,False
falafels,1,False
imagino,1,False
braveheart,1,False
inquietes,1,False
cabler,1,False
écoute-le,1,False
vaffanculo,1,False
jib,1,False
hécess,1,False
nikes,1,False
pochtars,1,False
lior,1,False
lanzai,1,False
sch,1,False
kitchen,1,False
khalasse,1,False
suuuce,1,False
marinella,1,False
juninho,1,False
presente,1,False
ratterais,1,False
ouuuuuuh,1,False
kost,1,False
lass,1,False
entasse-tasse,1,False
crik,1,False
le-par,1,False
anti-dépresseurs,1,False
phéromones,1,False
rif-shé,1,False
charley,1,False
ofrezco,1,False
appat,1,False
obstines,1,False
autours,1,False
hookah,1,False
hardos,1,False
djeffi,1,False
woh-oh,1,False
samples,1,False
schtars,1,False
northside,1,False
jacki,1,False
karachika,1,False
r'commence,1,False
doing,1,False
démé-démago,1,False
avant-pied,1,False
charlés,1,False
arbouch,1,False
breuch,1,False
teu-bés,1,False
zamzam,1,False
lycamobile,1,False
shops,1,False
hahh,1,False
mili-ah,1,False
callaghan,1,False
burgman,1,False
di-skao,1,False
_partager,1,False
manix,1,False
payet,1,False
'rap,1,False
día,1,False
durex,1,False
fonky-tacchini,1,False
dirna,1,False
futón,1,False
gatorade,1,False
brigantes,1,False
peaky,1,False
dehka,1,False
charmed,1,False
polygram,1,False
sse-fe,1,False
andas,1,False
artista,1,False
belvé,1,False
scamp,1,False
soir-même,1,False
boîtent,1,False
relous,1,False
tou-tou-tou-tou-tou-tou-tou-tou-tou-touah,1,False
tappe,1,False
azule,1,False
gradur,1,False
pídeme,1,False
va-y,1,False
zenka,1,False
opps,1,False
dja,1,False
broke,1,False
dégoute,1,False
doggyne,1,False
daniels,1,False
bombonnes,1,False
caliméro,1,False
tes-bê,1,False
degeu,1,False
friques,1,False
fe,1,False
simo,1,False
sette,1,False
dìn,1,False
guinte,1,False
brazamizi,1,False
de-de-de-de-derniers,1,False
kojima,1,False
calinta,1,False
viе,1,False
mortadon,1,False
balotelli,1,False
larson,1,False
kifferaient,1,False
biеn,1,False
halliwell,1,False
narvalos,1,False
acp,1,False
va-et-viens,1,False
pet'hayce,1,False
dans-dans,1,False
bonneuil,1,False
snapper,1,False
tes-car,1,False
molotova,1,False
soce,1,False
morreau,1,False
guez-mér,1,False
bee,1,False
ssayer,1,False
arrache-le,1,False
makélélé,1,False
monte-cristo,1,False
azeulai,1,False
r'volé,1,False
fraise-kiwi,1,False
sully,1,False
hoax,1,False
pdrg,1,False
chahmas,1,False
f'saient,1,False
rincif,1,False
r'présentes,1,False
halam,1,False
ding-ding,1,False
rech,1,False
tzateul,1,False
cеtte,1,False
aadhim,1,False
peri,1,False
yahh,1,False
yeuzs,1,False
mu'-mu,1,False
téc,1,False
cliquant,1,False
sembrare,1,False
abdeslam,1,False
montre-leur,1,False
cocards,1,False
zahas,1,False
gos-wow,1,False
pa-pa-pam-pam,1,False
affi-iche,1,False
explicit,1,False
plav,1,False
maracas,1,False
hayaouanes,1,False
vvvm-boom,1,False
window,1,False
mamade,1,False
voyent,1,False
beluga,1,False
jacté,1,False
physical,1,False
_ky-ja,1,False
démé,1,False
rho,1,False
terre-mère,1,False
abrir,1,False
jme,1,False
mimie,1,False
maaaaal,1,False
bab,1,False
real-barça,1,False
lebess,1,False
seuf,1,False
euro-pères,1,False
résoud,1,False
endémol,1,False
fami-ille,1,False
yg,1,False
bocca,1,False
fc,1,False
garda-à-v,1,False
elyo,1,False
qtu,1,False
mdit,1,False
street-zer,1,False
broliks,1,False
taffais,1,False
doflamingo,1,False
spector,1,False
papounet,1,False
pés,1,False
wehda,1,False
éthopée,1,False
maine-se,1,False
groult,1,False
sse-lai,1,False
pinga,1,False
zing-zing,1,False
ne-chien,1,False
à-ce-qu'il-parait,1,False
charentaise,1,False
garette-ci,1,False
paraph,1,False
démogorgon,1,False
abattres,1,False
event,1,False
colégram,1,False
plugs,1,False
vivastreet,1,False
sayen,1,False
ois-m,1,False
patos,1,False
aqua,1,False
scuds,1,False
koppbiwan-kenobi,1,False
gnar-charo,1,False
r'cherche,1,False
khalé,1,False
servietsky,1,False
ahwc,1,False
fois-là,1,False
voluptes,1,False
mcbeal,1,False
moudjahids,1,False
kwer,1,False
abarth,1,False
amou-ou-our,1,False
sperment,1,False
getting,1,False
ex-escorte,1,False
igd,1,False
neuër,1,False
garres-ba,1,False
dealent,1,False
sépar'ra,1,False
qin,1,False
mapouka,1,False
bre-mor,1,False
rasbaille,1,False
jacte-jacte,1,False
rothshild,1,False
rébave,1,False
keusdis,1,False
lleve,1,False
pulga,1,False
compte-goutte,1,False
destino,1,False
omnibulé,1,False
tchuss,1,False
scofield,1,False
corléone,1,False
guer-dra,1,False
assale,1,False
affleck,1,False
warnings,1,False
chawarma,1,False
gneugneu,1,False
convivium,1,False
dp,1,False
jsais,1,False
denja,1,False
limo,1,False
beuj,1,False
putе,1,False
bienv'nue,1,False
smecta,1,False
svt,1,False
calins,1,False
partido,1,False
ieds-p,1,False
bebé,1,False
esguince,1,False
cimer,1,False
tikaf,1,False
tdm,1,False
pépèrement,1,False
per-sni,1,False
ya-ya,1,False
papada,1,False
neuer,1,False
nerfs-nerfs,1,False
ofélé,1,False
'allo,1,False
ex-boss,1,False
hadna,1,False
tea-pêche,1,False
megra,1,False
hezefnezer,1,False
bu-bu-bu-bugguais,1,False
centre-villes,1,False
déviances,1,False
gsxr,1,False
niksi,1,False
gilou,1,False
rhazba,1,False
aurier,1,False
biguiridingues,1,False
shebonidas,1,False
ziak,1,False
sabe,1,False
tease,1,False
sed,1,False
cliquot,1,False
pêtent,1,False
raises,1,False
fass,1,False
she-ha,1,False
reu-ssœu,1,False
'j'veux,1,False
beli,1,False
secca,1,False
clando,1,False
khaltou,1,False
sparatorie,1,False
maltraitances,1,False
r'comptant,1,False
nahnah,1,False
djimi,1,False
thiéb,1,False
tiniers,1,False
raah,1,False
gazs,1,False
sabrite,1,False
bi-iz,1,False
libéro,1,False
chuchotte,1,False
keu-més,1,False
hour,1,False
falo,1,False
charassss,1,False
trêvе,1,False
hocus,1,False
starfallah,1,False
valibou,1,False
rohingyas,1,False
santos,1,False
freestyler,1,False
modie,1,False
sheraton,1,False
desssus,1,False
neimans,1,False
redétailler,1,False
panaméra,1,False
pappy,1,False
lescaut,1,False
poissonniеrs,1,False
aterrados,1,False
yakalélo,1,False
clk,1,False
analy-yse,1,False
phone-télé,1,False
de-ble,1,False
ellе,1,False
mármores,1,False
tysonbraah,1,False
stah,1,False
rjacksprodz,1,False
phasé,1,False
disparaitre,1,False
cono,1,False
grems,1,False
p'tis,1,False
koh-lanta,1,False
pareballe,1,False
afters,1,False
ne-grai,1,False
pensando,1,False
vacaciones,1,False
bil-na,1,False
kifferait,1,False
stese,1,False
bouillave,1,False
djà,1,False
arri,1,False
eastwood,1,False
inspir,1,False
ls,1,False
malaki,1,False
dyf,1,False
integra,1,False
mercos,1,False
_merci,1,False
taarabt,1,False
guerrilla,1,False
españa,1,False
temps-là,1,False
messiha,1,False
brolické,1,False
petit-frère,1,False
teenager,1,False
smack,1,False
tapes-en,1,False
hollanda,1,False
figus,1,False
provenzano,1,False
facce,1,False
batshuayi,1,False
dépucèle,1,False
naturе,1,False
aleïkoum,1,False
fronssent,1,False
civic,1,False
molenbeek,1,False
miliers,1,False
so-per,1,False
brazzavillois,1,False
g-love,1,False
seino-marine,1,False
est-c'est-c'est,1,False
be-teu,1,False
hilla,1,False
croute,1,False
flinguo,1,False
bappé,1,False
kattegat,1,False
abbat,1,False
cuatro,1,False
fenómeno,1,False
tarmas,1,False
famiglia,1,False
lovers,1,False
caprio,1,False
wave,1,False
khoma,1,False
kkk,1,False
seguridad,1,False
birthday,1,False
zdèh,1,False
wodoo,1,False
hedi,1,False
medlar,1,False
assistiram,1,False
visio,1,False
bieber,1,False
che-cher,1,False
bi-binks,1,False
chupa,1,False
k'rim,1,False
weezy,1,False
drive-by's,1,False
shake,1,False
boulards,1,False
teranga,1,False
throat,1,False
dentro,1,False
niken,1,False
shmites,1,False
tachel'hit,1,False
r'tourne,1,False
lеto,1,False
suce-bite,1,False
minnie,1,False
che-arra,1,False
tenet,1,False
té-sau,1,False
quavo,1,False
janela,1,False
tabasseurs,1,False
laissez-les,1,False
rappez,1,False
canteloup,1,False
language,1,False
tte-gou,1,False
vé-sau,1,False
frutos,1,False
mekness,1,False
tchoupes,1,False
blеd,1,False
apartado,1,False
mois-ci,1,False
wala,1,False
michelangelo,1,False
garges-les-gonesses,1,False
ram'ner,1,False
downtown,1,False
posse,1,False
comigo,1,False
tierkar,1,False
memória,1,False
steel,1,False
felicidad,1,False
tac-tac,1,False
futin,1,False
daddy,1,False
denflo,1,False
charclos,1,False
tres-traî,1,False
kouzy,1,False
potté,1,False
indérnes,1,False
lberlingot,1,False
ammazzo,1,False
tarrés,1,False
polopopop,1,False
neuf-quatre,1,False
cannettes,1,False
rimka,1,False
bisap,1,False
tis-par,1,False
ton-bâ,1,False
po-pou,1,False
gueush-la,1,False
prinzly,1,False
ca-ca-cave,1,False
sses,1,False
radit,1,False
mann'quinat,1,False
equalizer,1,False
selecto,1,False
rana,1,False
unfollow,1,False
borsalino,1,False
masaï,1,False
gourrent,1,False
re-rentrer,1,False
labitid,1,False
tiens-la,1,False
a-aç,1,False
caro,1,False
shités,1,False
brabus,1,False
niary,1,False
vanilla,1,False
based,1,False
karmasutra,1,False
pocus,1,False
'orangina',1,False
vedo,1,False
trix,1,False
méd'cine,1,False
gués-dro,1,False
chimiliquiti,1,False
vuoi,1,False
vate-sa,1,False
jveux,1,False
dbzoo,1,False
tiép,1,False
sé-ra,1,False
ouis,1,False
de-zé,1,False
brolek,1,False
ringtone,1,False
repèteront,1,False
enipap,1,False
me-ars,1,False
afro-américains,1,False
csc,1,False
sirve,1,False
thiago,1,False
per-cou,1,False
nrouh,1,False
ça-comme,1,False
cato,1,False
nuff,1,False
bas-bas-bas,1,False
copacabana,1,False
scato,1,False
relaxados,1,False
ye-sky,1,False
supreme,1,False
disque-dur,1,False
labello,1,False
cree,1,False
agnes,1,False
sé-cour,1,False
velleda,1,False
flava,1,False
sango,1,False
laissez-le,1,False
auto-sucent,1,False
franprix,1,False
concreti,1,False
fourée,1,False
shе,1,False
kamasutra,1,False
teu-teu,1,False
astérix,1,False
saly,1,False
bilaye,1,False
mesrines,1,False
storch,1,False
orgullo,1,False
streetzer,1,False
hardcor,1,False
distrib,1,False
piné,1,False
cassino,1,False
azione,1,False
ideal,1,False
sopra-zehef-laouni,1,False
akai,1,False
handy,1,False
zon,1,False
scalape,1,False
li-ille,1,False
tequilla,1,False
bow,1,False
ieps,1,False
vait,1,False
chibres,1,False
casi,1,False
ouette,1,False
marcadet,1,False
lentamente,1,False
canon-scié,1,False
coração,1,False
boîte'zer,1,False
faible-faible,1,False
abarths,1,False
vicère,1,False
pinky,1,False
ssin-ba,1,False
gachent,1,False
toujour,1,False
addad,1,False
pimousse,1,False
mèrе,1,False
zorro,1,False
trap'n'roll,1,False
candy,1,False
mangerò,1,False
winnin,1,False
tère,1,False
roshima,1,False
coachée,1,False
défouraille-le,1,False
glkalash,1,False
couchals,1,False
mala-la-des,1,False
agv,1,False
sombreur,1,False
neuch,1,False
ebele,1,False
sbahh,1,False
rrettes-ba,1,False
z-i,1,False
patchenga,1,False
cayendo,1,False
pillon,1,False
glougloutage,1,False
grettes,1,False
cs-truqui,1,False
_fresh,1,False
anti-hess,1,False
pepper,1,False
athena,1,False
speak,1,False
rookies,1,False
r'pars,1,False
ramenez-les,1,False
aprendí,1,False
charbonner-bonner,1,False
soi-disante,1,False
ouh-ouh,1,False
locked,1,False
cried,1,False
sfaire,1,False
manicol,1,False
djreuh,1,False
la'o,1,False
po-pow,1,False
anti-shmitts,1,False
makalister,1,False
jdida,1,False
prennait,1,False
holiday,1,False
bpl,1,False
qualidad-dad,1,False
fallais,1,False
grind,1,False
kurashifaido,1,False
ulla,1,False
ap-s,1,False
show-case,1,False
puh,1,False
arigatō,1,False
marie-lou,1,False
ringtones,1,False
tzreub,1,False
awmé,1,False
çon-gla,1,False
